locationId,clinicName,Address,postalCode,medications,procedures
178,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Omeprazole; Amlodipine; Paracetamol; Metformin; Ibuprofen,Vaccination; ECG; Endoscopy; Health Screening
179,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Paracetamol,Endoscopy; Wound Dressing; X-Ray; Vaccination
180,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Paracetamol; Lisinopril,Health Screening; Wound Dressing; Blood Test; Ultrasound
181,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril,Blood Test
182,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Omeprazole; Amlodipine,Minor Surgery; Physiotherapy; Wound Dressing; ECG; Ultrasound
183,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Simvastatin; Ibuprofen; Atorvastatin; Metformin; Paracetamol,Health Screening; Blood Test
184,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Lisinopril; Omeprazole; Metformin; Amlodipine,Blood Test
185,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Omeprazole; Paracetamol; Metformin,Endoscopy
186,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Paracetamol; Lisinopril; Salbutamol,Ultrasound; Blood Test
187,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen; Amoxicillin; Metformin; Amlodipine; Salbutamol,ECG; Physiotherapy
188,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Atorvastatin; Lisinopril; Simvastatin; Omeprazole,Ultrasound; ECG; Wound Dressing; Vaccination; Endoscopy
189,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Simvastatin,Blood Test; Physiotherapy; Ultrasound; Endoscopy; Wound Dressing
190,The Clinic Group,1 Raffles Quay #09-02,048583,Metformin; Lisinopril; Paracetamol,Ultrasound; Wound Dressing; Blood Test; Endoscopy
191,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen; Salbutamol; Simvastatin,ECG; Minor Surgery; Ultrasound; Endoscopy
192,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amoxicillin; Paracetamol; Lisinopril; Omeprazole; Ibuprofen,ECG; Minor Surgery; X-Ray; Blood Test
193,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin; Metformin,ECG
194,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Atorvastatin; Simvastatin; Amlodipine; Salbutamol; Lisinopril,Vaccination; X-Ray; Physiotherapy; Blood Test; Ultrasound
195,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Omeprazole,Vaccination
196,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Paracetamol; Lisinopril; Amoxicillin; Omeprazole,Blood Test
197,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Paracetamol; Lisinopril; Metformin,Minor Surgery; Blood Test
198,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Lisinopril; Paracetamol; Salbutamol; Amoxicillin,Health Screening
199,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Ibuprofen; Amoxicillin,Health Screening; Minor Surgery; Endoscopy
200,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amoxicillin; Paracetamol,ECG
201,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Lisinopril; Omeprazole; Ibuprofen; Atorvastatin; Paracetamol,Health Screening; X-Ray; Physiotherapy; Minor Surgery; Ultrasound
202,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Omeprazole; Salbutamol; Lisinopril; Amlodipine,Health Screening; Endoscopy; Physiotherapy; X-Ray
203,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Metformin; Simvastatin; Paracetamol,Vaccination; Wound Dressing
204,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Amoxicillin; Ibuprofen; Simvastatin,Vaccination; Blood Test; Minor Surgery; X-Ray; Wound Dressing
205,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Salbutamol,Physiotherapy; Health Screening
206,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amoxicillin; Salbutamol; Paracetamol; Simvastatin,ECG; Ultrasound
207,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Paracetamol; Amlodipine; Amoxicillin,X-Ray; Ultrasound
208,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Amlodipine; Paracetamol; Ibuprofen; Simvastatin,Physiotherapy; Minor Surgery; Blood Test; Health Screening
209,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin; Ibuprofen; Metformin; Omeprazole; Paracetamol,Ultrasound
210,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen; Lisinopril; Simvastatin; Amoxicillin; Amlodipine,Vaccination; Endoscopy
211,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Lisinopril; Amoxicillin,X-Ray; Vaccination; Physiotherapy
212,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Simvastatin; Salbutamol,Endoscopy; X-Ray; Health Screening; Blood Test
213,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Atorvastatin; Lisinopril; Omeprazole; Salbutamol; Simvastatin,Blood Test; X-Ray
214,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amoxicillin; Metformin,Physiotherapy; Minor Surgery; Health Screening
215,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Simvastatin; Salbutamol; Atorvastatin,X-Ray
216,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin; Amlodipine,Health Screening; Vaccination
217,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amoxicillin,Blood Test; X-Ray; ECG; Endoscopy; Vaccination
218,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Metformin,Physiotherapy; X-Ray; Vaccination; Blood Test; ECG
219,The Clinic Group,1 Raffles Quay #09-02,048583,Omeprazole; Ibuprofen; Simvastatin,Wound Dressing; Minor Surgery; ECG
220,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amlodipine; Ibuprofen; Metformin; Amoxicillin,Minor Surgery; Ultrasound; Wound Dressing
221,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Metformin; Ibuprofen; Lisinopril; Atorvastatin,Blood Test
222,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Simvastatin; Metformin,Wound Dressing; Endoscopy
223,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Paracetamol; Omeprazole; Atorvastatin; Metformin; Amlodipine,Endoscopy; Physiotherapy; X-Ray
224,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Amlodipine,Wound Dressing; Ultrasound
225,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Simvastatin; Atorvastatin,X-Ray; Endoscopy; Health Screening
226,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Atorvastatin,Vaccination; X-Ray; Blood Test; Minor Surgery
227,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Salbutamol; Paracetamol; Metformin; Amlodipine,Minor Surgery; ECG; Health Screening; Wound Dressing
228,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Omeprazole; Ibuprofen; Metformin; Lisinopril,Wound Dressing; Physiotherapy; Blood Test; X-Ray
229,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Metformin,Minor Surgery
230,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen; Lisinopril; Salbutamol; Atorvastatin,Health Screening; Physiotherapy; Endoscopy; Minor Surgery
231,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Lisinopril; Amlodipine; Atorvastatin; Simvastatin,Minor Surgery; ECG
232,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol; Ibuprofen; Metformin; Amoxicillin,Wound Dressing; Ultrasound
233,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Atorvastatin; Amlodipine; Metformin; Omeprazole,Blood Test; Minor Surgery; Vaccination
234,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Metformin; Salbutamol; Amlodipine; Amoxicillin; Simvastatin,ECG; Blood Test
235,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Lisinopril; Paracetamol,Wound Dressing; Health Screening; Ultrasound; ECG; Minor Surgery
236,The Clinic Group,1 Raffles Quay #09-02,048583,Lisinopril; Metformin; Amlodipine; Atorvastatin,Minor Surgery; ECG; Physiotherapy
237,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen,Wound Dressing; X-Ray; Physiotherapy; Minor Surgery
238,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Paracetamol; Lisinopril; Atorvastatin,Endoscopy; ECG; Ultrasound; Health Screening; Vaccination
239,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Omeprazole; Metformin,Wound Dressing
240,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Omeprazole,Vaccination; Physiotherapy; Endoscopy; X-Ray; Ultrasound
241,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin; Amlodipine; Ibuprofen; Simvastatin; Amoxicillin,Health Screening; Vaccination; Wound Dressing; Physiotherapy; X-Ray
242,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Omeprazole; Lisinopril; Salbutamol; Amlodipine,Physiotherapy; Ultrasound
243,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Omeprazole,Minor Surgery; Health Screening; X-Ray; Physiotherapy
244,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Salbutamol,Physiotherapy
245,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Simvastatin; Paracetamol; Salbutamol; Metformin,Endoscopy
246,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Omeprazole,Vaccination; Minor Surgery; Ultrasound; Physiotherapy
247,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Simvastatin,Ultrasound; Vaccination; Minor Surgery
248,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Omeprazole; Simvastatin; Salbutamol,Ultrasound
249,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Paracetamol,Endoscopy; Vaccination
250,The Clinic Group,1 Raffles Quay #09-02,048583,Amlodipine; Paracetamol; Lisinopril; Simvastatin; Metformin,ECG; X-Ray; Wound Dressing; Vaccination; Ultrasound
251,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Ibuprofen; Lisinopril; Amlodipine,Health Screening; Wound Dressing; X-Ray
252,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Salbutamol,X-Ray; ECG; Blood Test
253,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Simvastatin; Lisinopril; Metformin,Wound Dressing; ECG; Health Screening
254,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol; Simvastatin; Amlodipine,Ultrasound
255,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amoxicillin; Amlodipine,Blood Test; Physiotherapy; Ultrasound
256,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Lisinopril; Paracetamol,ECG; Wound Dressing; Vaccination; Physiotherapy
257,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Omeprazole,Endoscopy; Minor Surgery
258,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Paracetamol; Atorvastatin; Ibuprofen; Metformin,Endoscopy; ECG; Ultrasound; X-Ray
259,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Atorvastatin; Omeprazole; Salbutamol; Ibuprofen; Amoxicillin,Wound Dressing
260,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Omeprazole; Salbutamol; Ibuprofen,Endoscopy
261,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Salbutamol; Atorvastatin; Metformin; Amlodipine,Health Screening; Physiotherapy
262,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Paracetamol,Health Screening; Minor Surgery; Physiotherapy; Blood Test; Ultrasound
263,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Atorvastatin; Ibuprofen; Paracetamol,Minor Surgery; X-Ray; ECG; Physiotherapy; Ultrasound
264,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Omeprazole,Vaccination; Endoscopy
265,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Paracetamol; Lisinopril; Amlodipine,Minor Surgery
266,The Clinic Group,1 Raffles Quay #09-02,048583,Metformin; Lisinopril; Simvastatin,Physiotherapy; Vaccination
267,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Simvastatin; Ibuprofen; Metformin; Omeprazole,X-Ray; Vaccination; Physiotherapy; Wound Dressing; Endoscopy
268,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Metformin; Simvastatin; Amoxicillin,Endoscopy; Vaccination; ECG; Minor Surgery; X-Ray
269,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Lisinopril; Salbutamol; Metformin; Amoxicillin,ECG; Physiotherapy; Endoscopy; Health Screening
270,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Metformin; Simvastatin; Amlodipine; Amoxicillin; Atorvastatin,Endoscopy; Health Screening; X-Ray
271,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Amlodipine; Metformin; Amoxicillin; Simvastatin,X-Ray; Vaccination; ECG
272,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amoxicillin; Atorvastatin; Omeprazole,Ultrasound; Endoscopy; Physiotherapy
273,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Lisinopril; Amoxicillin; Simvastatin; Ibuprofen; Paracetamol,Endoscopy
274,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin,Wound Dressing
275,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Omeprazole; Salbutamol,Ultrasound; ECG; Minor Surgery; Vaccination; Endoscopy
276,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Amlodipine,Endoscopy
277,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Amlodipine; Atorvastatin,Endoscopy; Wound Dressing; Blood Test; Ultrasound; Physiotherapy
278,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole; Atorvastatin,ECG; Physiotherapy; Blood Test; Health Screening; X-Ray
279,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Atorvastatin; Paracetamol,Vaccination; Wound Dressing
280,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol; Amoxicillin; Ibuprofen,Endoscopy; Health Screening
281,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Amlodipine,Vaccination; Health Screening; X-Ray; Ultrasound; Endoscopy
282,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin; Omeprazole; Paracetamol; Metformin; Salbutamol,Blood Test; ECG; Vaccination; Ultrasound; Minor Surgery
283,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Paracetamol; Salbutamol,Wound Dressing
284,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine; Atorvastatin; Amoxicillin; Salbutamol; Simvastatin,ECG; Physiotherapy; Endoscopy; Blood Test
285,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Ibuprofen,Endoscopy; Health Screening; Wound Dressing; Vaccination; Minor Surgery
286,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Atorvastatin; Amoxicillin; Amlodipine,Minor Surgery; Endoscopy; Health Screening; Physiotherapy
287,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Ibuprofen,X-Ray; ECG
288,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Simvastatin; Amlodipine; Atorvastatin; Ibuprofen; Metformin,Vaccination; Endoscopy; Physiotherapy; Minor Surgery
289,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Salbutamol; Omeprazole; Amoxicillin; Atorvastatin; Metformin,Endoscopy; Physiotherapy; Wound Dressing
290,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol; Ibuprofen; Atorvastatin; Amlodipine; Metformin,ECG
291,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Lisinopril; Metformin,Physiotherapy
292,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin,Health Screening; Endoscopy
293,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Lisinopril; Amlodipine; Ibuprofen,ECG; Endoscopy; X-Ray; Minor Surgery
294,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Ibuprofen; Paracetamol; Salbutamol; Atorvastatin; Omeprazole,Endoscopy
295,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Lisinopril; Amoxicillin,Ultrasound; Physiotherapy; X-Ray; Wound Dressing
296,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Paracetamol; Metformin,Blood Test; X-Ray; Wound Dressing
297,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Omeprazole; Lisinopril,Endoscopy
298,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Lisinopril; Salbutamol; Paracetamol,Wound Dressing; ECG
299,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Simvastatin; Omeprazole; Paracetamol; Atorvastatin,Wound Dressing; Minor Surgery; Endoscopy
300,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Ibuprofen,Ultrasound; Endoscopy
301,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Salbutamol,Ultrasound
302,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Omeprazole; Amlodipine,Ultrasound; ECG; Wound Dressing; Endoscopy
303,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Paracetamol; Atorvastatin; Simvastatin,Minor Surgery; Physiotherapy; X-Ray; Endoscopy
304,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amoxicillin; Metformin; Omeprazole,X-Ray
305,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Ibuprofen; Salbutamol; Omeprazole; Simvastatin,Minor Surgery
306,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Paracetamol; Amlodipine; Atorvastatin,Ultrasound; Blood Test; Health Screening
307,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Metformin; Amoxicillin; Amlodipine,Blood Test; Health Screening
308,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Lisinopril; Amoxicillin; Paracetamol; Salbutamol; Omeprazole,Health Screening; Ultrasound; Blood Test; Vaccination
309,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Metformin; Amlodipine,Wound Dressing
310,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Simvastatin; Metformin; Paracetamol,Wound Dressing; X-Ray; Ultrasound; ECG
311,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Amlodipine; Metformin,Wound Dressing; Vaccination
312,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Simvastatin; Atorvastatin,Minor Surgery; Blood Test; Wound Dressing; ECG; X-Ray
313,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen,Ultrasound; Wound Dressing; Minor Surgery; Vaccination; Health Screening
314,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Simvastatin; Amlodipine,Physiotherapy; Ultrasound; Blood Test; Endoscopy
315,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Salbutamol,X-Ray; Health Screening
316,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Omeprazole,Health Screening; Blood Test; ECG; Wound Dressing; Ultrasound
317,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Simvastatin; Lisinopril; Omeprazole; Atorvastatin; Amoxicillin,Health Screening; ECG
318,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amlodipine; Ibuprofen; Paracetamol; Amoxicillin,Minor Surgery
319,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Amlodipine,Health Screening; Blood Test; Vaccination; Endoscopy
320,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Paracetamol; Amoxicillin,Minor Surgery; X-Ray; Ultrasound; Health Screening; Blood Test
321,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Paracetamol; Amlodipine,Endoscopy; X-Ray
322,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Metformin; Lisinopril,Endoscopy; Physiotherapy
323,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amlodipine; Salbutamol; Omeprazole; Simvastatin,Vaccination; X-Ray; Health Screening
324,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Ibuprofen; Atorvastatin; Salbutamol; Paracetamol,Endoscopy; Minor Surgery
325,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Lisinopril; Metformin,Health Screening; Vaccination; Minor Surgery
326,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen; Atorvastatin; Amlodipine; Metformin; Omeprazole,Minor Surgery; Blood Test; Physiotherapy; Wound Dressing; Ultrasound
327,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Simvastatin; Amoxicillin; Amlodipine; Metformin,Blood Test
328,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Simvastatin; Atorvastatin; Paracetamol; Salbutamol; Ibuprofen,Health Screening
329,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Lisinopril; Salbutamol,Minor Surgery; Physiotherapy; Health Screening; Ultrasound; Endoscopy
330,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Lisinopril; Atorvastatin,X-Ray; ECG; Minor Surgery; Ultrasound; Vaccination
331,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amlodipine; Metformin; Salbutamol; Ibuprofen,ECG; Blood Test
332,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Simvastatin; Lisinopril; Metformin; Amlodipine,ECG; X-Ray; Minor Surgery
333,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Omeprazole; Amlodipine; Metformin; Salbutamol,Endoscopy; ECG
334,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen; Salbutamol; Atorvastatin; Paracetamol,Wound Dressing
335,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Paracetamol,Minor Surgery; Vaccination; Health Screening; Endoscopy; X-Ray
336,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Omeprazole; Paracetamol; Amlodipine,ECG; Physiotherapy; Ultrasound; Endoscopy; X-Ray
337,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen; Amoxicillin; Simvastatin,Endoscopy; Ultrasound; Physiotherapy; Minor Surgery
338,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Salbutamol; Atorvastatin; Ibuprofen; Lisinopril; Paracetamol,Vaccination; Wound Dressing
339,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Omeprazole; Atorvastatin,X-Ray
340,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Salbutamol; Amoxicillin; Paracetamol; Omeprazole; Ibuprofen,Vaccination; Endoscopy; Health Screening
341,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin,X-Ray; Endoscopy; ECG
342,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin; Ibuprofen; Atorvastatin; Metformin,Minor Surgery; Health Screening; Physiotherapy
343,The Clinic Group,1 Raffles Quay #09-02,048583,Omeprazole; Simvastatin,Wound Dressing; Physiotherapy
344,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Lisinopril; Simvastatin; Metformin; Omeprazole; Paracetamol,Physiotherapy; X-Ray
345,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen; Simvastatin,Endoscopy; X-Ray; Physiotherapy
346,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Metformin; Ibuprofen; Simvastatin,X-Ray; Minor Surgery; Vaccination; Endoscopy; Ultrasound
347,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin; Ibuprofen; Lisinopril; Paracetamol,Ultrasound; ECG; Health Screening; X-Ray; Endoscopy
348,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amlodipine; Amoxicillin; Ibuprofen,X-Ray; Wound Dressing; Health Screening
349,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Simvastatin; Paracetamol; Ibuprofen; Amoxicillin,Physiotherapy; Endoscopy; ECG; Blood Test; Health Screening
350,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Atorvastatin,Health Screening; X-Ray; Physiotherapy; Ultrasound
351,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Atorvastatin; Ibuprofen; Omeprazole,X-Ray; Ultrasound; Physiotherapy; ECG
352,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amoxicillin; Omeprazole; Salbutamol; Metformin; Lisinopril,Vaccination; Minor Surgery; ECG
353,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Lisinopril,Endoscopy; Ultrasound
354,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Paracetamol; Amoxicillin; Salbutamol; Ibuprofen,Vaccination; Endoscopy; Physiotherapy
355,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Salbutamol; Amlodipine; Atorvastatin,Minor Surgery; Physiotherapy; Health Screening; Ultrasound; Wound Dressing
356,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amoxicillin; Ibuprofen,Wound Dressing; Endoscopy
357,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Lisinopril; Amlodipine; Paracetamol; Ibuprofen; Atorvastatin,Ultrasound; Minor Surgery
358,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol; Amoxicillin; Metformin; Omeprazole; Lisinopril,Minor Surgery
